x restockAtTime(x) CI/2 soldAtTime(x) CI/2 lostAtTime(x) CI/2 
53.0 16.983333333333334 0.23658206078519947 538.059637774903 NaN 71.420957309185 NaN 
54.0 17.261111111111113 0.24442129414993619 548.1106080206986 NaN 72.81972833117723 NaN 
55.0 17.63888888888889 0.24076059637753763 558.2068132815868 NaN 74.20444156964209 NaN 
56.0 17.933333333333334 0.24392517891024149 568.254915912031 NaN 75.61103924105218 NaN 
57.0 18.308333333333334 0.21159415540721277 578.3275118585598 NaN 77.0096162138853 NaN 
58.0 18.5875 0.2175091544369311 588.4239111686071 NaN 78.37994825355757 NaN 
59.0 18.941666666666666 0.21447209419074634 598.5247736093144 NaN 79.74702457956016 NaN 
60.0 19.258333333333333 0.21907811710645944 608.5914833980164 NaN 81.14003880983182 NaN 
61.0 19.55 0.22055568801065634 618.6882708063821 NaN 82.54463130659767 NaN 
62.0 19.866666666666667 0.22338352481652052 628.7413540319103 NaN 83.92867615351444 NaN 
63.0 20.179166666666667 0.22132787622763334 638.8086890901251 NaN 85.32606727037516 NaN 
64.0 20.504166666666666 0.22499749275717962 648.9284821043553 NaN 86.70608020698577 NaN 
65.0 20.875 0.2289057375273993 658.9978007761966 NaN 88.10228546787408 NaN 
66.0 21.166666666666668 0.22719346112323308 669.044480379474 NaN 89.5117723156533 NaN 
67.0 21.508333333333333 0.23527085858505214 679.1350797757655 NaN 90.92671410090556 NaN 
68.0 21.841666666666665 0.240790224960745 689.2324924536438 NaN 92.31172919361794 NaN 
69.0 22.154166666666665 0.23289727321295914 699.3416127641225 NaN 93.69812419146184 NaN 
70.0 22.4875 0.23414747724573437 709.404312203536 NaN 95.10133678309616 NaN 
71.0 22.833333333333332 0.2435659356722457 719.4884864165589 NaN 96.49894351013369 NaN 
72.0 23.166666666666668 0.24713572932991482 729.5874514877103 NaN 97.8808969383355 NaN 
73.0 23.458333333333332 0.24575858790886923 739.7265631737818 NaN 99.23432514014661 NaN 
74.0 23.825 0.24701461259468332 749.8151358344114 NaN 100.6014014661492 NaN 
75.0 24.158333333333335 0.24936724182683642 759.8764984907287 NaN 102.02061233290212 NaN 
76.0 24.583333333333332 0.2243796110804274 770.0631306597671 NaN 103.36701164294955 NaN 
77.0 24.91 0.22780475868124303 780.145019404916 NaN 104.74547218628719 NaN 
78.0 25.24 0.22929348229490426 790.25 NaN 106.1390901250539 NaN 
79.0 25.546666666666667 0.23143623138303623 800.3178094006037 NaN 107.500539025442 NaN 
80.0 25.876666666666665 0.2316889837365386 810.398921949116 NaN 108.87509702457956 NaN 
81.0 26.203333333333333 0.23122438411557575 820.47843898232 NaN 110.25720137990513 NaN 
82.0 26.52 0.22882401894836316 830.5432082794308 NaN 111.66399310047434 NaN 
83.0 26.873333333333335 0.2353763378428414 840.5712376024148 NaN 113.06537300560586 NaN 
84.0 27.186666666666667 0.23660570506279868 850.6537516170763 NaN 114.45269512721 NaN 
85.0 27.503333333333334 0.23320214678770346 860.7459465286762 NaN 115.81720569210867 NaN 
86.0 27.85333333333333 0.2330279600695565 870.8098749460975 NaN 117.21125485122897 NaN 
87.0 28.19333333333333 0.23269604435985256 880.8688012074169 NaN 118.5753773178094 NaN 
88.0 28.48 0.2358153416049212 890.9511858559724 NaN 119.97611039241052 NaN 
89.0 28.786666666666665 0.23811584908556893 901.0112979732644 NaN 121.33712807244503 NaN 
90.0 29.14666666666667 0.24429237514759158 911.1355541181543 NaN 122.72867615351444 NaN 
91.0 29.476666666666667 0.24421097257062807 921.2376886589047 NaN 124.09122466580422 NaN 
92.0 29.78 0.24497158327191285 931.2330530401035 NaN 125.51692539887883 NaN 
93.0 30.096666666666668 0.24275720881239213 941.3264338076757 NaN 126.91854247520483 NaN 
94.0 30.433333333333334 0.228604972820279 951.4500431220354 NaN 128.2880336351876 NaN 
95.0 30.805555555555557 0.23046691174859793 961.5754204398447 NaN 129.6657826649418 NaN 
96.0 31.136111111111113 0.23247724758061608 971.7138852953859 NaN 131.02858990944372 NaN 
97.0 31.466666666666665 0.2345803869893993 981.8192971108236 NaN 132.41504959034066 NaN 
98.0 31.802777777777777 0.23535771028939526 991.9309831824062 NaN 133.79614057783527 NaN 
99.0 32.12222222222222 0.23183189642378615 1002.0052393272963 NaN 135.20413971539458 NaN 
100.0 32.483333333333334 0.23394152999128623 1012.0866968520914 NaN 136.6059508408797 NaN 
