x restockAtTime(x) CI/2 soldAtTime(x) CI/2 lostAtTime(x) CI/2 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 12.24345238095238 0.24808359418755982 0.0 0.0 
2.0 0.06666666666666667 0.0746936091199685 23.691369047619048 0.24981805966030116 0.23333333333333334 0.2275409855841513 
3.0 0.36666666666666664 0.14429875171866452 33.15751633986928 0.24930202530832984 1.9642857142857142 0.24832910927109306 
4.0 0.8 0.13166309361571543 43.17677419354839 0.2497796524919999 3.613030303030303 0.24832395530289442 
5.0 1.1 0.14151010715522708 53.30461538461538 0.24980704894906747 4.973504273504274 0.2487232608829706 
6.0 1.4 0.16582269614438414 63.34229166666667 0.24954439509481305 6.356462585034014 0.2486648561451756 
7.0 1.6666666666666667 0.16997632296127133 73.50264084507042 0.24989818490602095 7.667391304347826 0.24910853120989432 
8.0 2.0833333333333335 0.17538518865574593 83.70296296296296 0.2498698398529436 8.981060606060606 0.24946941943807124 
9.0 2.4166666666666665 0.1993149060035959 93.73177083333333 0.24987147164122017 10.379666666666667 0.24994138697154508 
10.0 2.7333333333333334 0.2035804623852922 103.84591836734694 0.24992597352150417 11.801559454191032 0.24949133761478937 
11.0 3.1166666666666667 0.2193060296030918 113.93158914728683 0.24970696425843675 13.206476683937824 0.2493858148980786 
12.0 3.433333333333333 0.21430874537151934 123.97204529370134 0.24989522448418602 14.598130841121495 0.2495734928278381 
13.0 3.75 0.2295168745714304 134.07965879265092 0.24986181837712598 15.989618644067797 0.24975531510168264 
14.0 4.125 0.16021208435423498 144.18042279411765 0.24993198098311678 17.372875816993464 0.24991513973453514 
15.0 4.416666666666667 0.17736149880462185 154.33939135381115 0.2499942555134222 18.734367396593672 0.24977914671888155 
16.0 4.791666666666667 0.18001228608413694 164.40464 0.24994008063790804 20.1520618556701 0.24996576031376613 
17.0 5.141666666666667 0.17677554314801505 174.48335839598997 0.24999264664013857 21.52449088960343 0.24952346437017037 
18.0 5.425 0.1874115433396197 184.60893446487506 0.24989620043885466 22.898187311178248 0.24987409521530457 
19.0 5.783333333333333 0.18648656494600693 194.683355704698 0.24988981930520612 24.292714285714286 0.24969189734771827 
20.0 6.091666666666667 0.19372398773175042 204.7780724450194 NaN 25.643070652173915 0.24966289558162 
21.0 6.391666666666667 0.20687652722068423 214.86796032772747 NaN 27.00164502164502 0.24987289082328648 
22.0 6.725 0.20629422636204683 224.91903837861148 NaN 28.378630363036304 0.24983001153922882 
23.0 7.016666666666667 0.19370070033306439 234.98932729624838 NaN 29.830371248025276 0.24999867010135987 
24.0 7.308333333333334 0.22283335370919422 245.13896075894783 NaN 31.182204665161777 0.24970853079244779 
25.0 7.708333333333333 0.20705089813923375 255.2186934023286 NaN 32.494166666666665 0.2497930711955666 
26.0 8.016666666666667 0.20633066831084793 265.32878395860286 NaN 33.89881697981907 0.24983360099828433 
27.0 8.325 0.21519876140370897 275.46811125485124 NaN 35.32152361942781 0.24991334876396898 
28.0 8.666666666666666 0.23162793367876455 285.55717981888745 NaN 36.68067307692308 0.24974204530257016 
29.0 9.041666666666666 0.21725719491565434 295.70513152220786 NaN 38.05192069392813 0.24992741694360804 
30.0 9.325 0.2282206374092797 305.8453212591634 NaN 39.428934769599046 0.24995405885048563 
31.0 9.658333333333333 0.2287471289963505 315.93689090125054 NaN 40.83699538638985 0.2498238690668307 
32.0 10.0 0.24179183888584949 326.032276843467 NaN 42.23900946021146 0.24979006289899158 
33.0 10.308333333333334 0.2459293380855082 336.1036438119879 NaN 43.646677471636956 0.2498660997396885 
34.0 10.633333333333333 0.23564400947187655 346.17835273824926 NaN 45.06332288401254 0.2498439757311429 
35.0 11.0 0.24622875647043826 356.284368262182 NaN 46.49702743902439 0.2499811982101539 
36.0 11.405555555555555 0.1996655116313088 366.36813281586893 NaN 47.89230769230769 0.249875442226259 
37.0 11.716666666666667 0.21167661072617863 376.46972833117724 NaN 49.29670014347202 0.24985677700639644 
38.0 12.061111111111112 0.2047371341014986 386.5492453643812 NaN 50.66685314685315 0.24982133869376924 
39.0 12.433333333333334 0.21004085630686342 396.64911599827514 NaN 52.06712079927339 0.249932778373294 
40.0 12.727777777777778 0.20679230647250976 406.7213885295386 NaN 53.437123226950355 0.24994431286853086 
41.0 13.05 0.21612486294918365 416.84400603708497 NaN 54.82402849740933 0.24983446837936996 
42.0 13.383333333333333 0.21092611515048412 426.9236093143596 NaN 56.19482535575679 NaN 
43.0 13.672222222222222 0.21506239618477244 437.0274687365244 NaN 57.58117723156533 NaN 
44.0 14.055555555555555 0.21936372523530895 447.13117723156535 NaN 58.970547649849074 NaN 
45.0 14.333333333333334 0.21956444238338096 457.1947822337214 NaN 60.3623113410953 NaN 
46.0 14.63888888888889 0.21427442376141473 467.3061448900388 NaN 61.76903837861147 NaN 
47.0 15.03888888888889 0.22762410270610128 477.42052608883137 NaN 63.14532125916343 NaN 
48.0 15.372222222222222 0.23016441415850974 487.5278352738249 NaN 64.52100043122036 NaN 
49.0 15.672222222222222 0.22725223727288782 497.6132600258732 NaN 65.8881198792583 NaN 
50.0 15.994444444444444 0.2304857180689313 507.72598102630445 NaN 67.2611254851229 NaN 
51.0 16.33888888888889 0.23435211669199169 517.869340232859 NaN 68.62194911599828 NaN 
52.0 16.7 0.2307626742527283 527.9744501940492 NaN 70.01032772746873 NaN 
