x sizeAtTime(x) CI/2 
0.0 0.0 0.0 
10.0 0.6833333333333333 0.32107548603631786 
20.0 0.8833333333333333 0.37116008429568365 
30.0 1.3666666666666667 0.4858161651050951 
40.0 1.8333333333333333 0.44416611909482145 
50.0 2.058333333333333 0.47400812129522196 
60.0 2.4 0.44294027710583844 
70.0 2.783333333333333 0.4418189905063662 
80.0 3.066666666666667 0.48057912222259574 
90.0 3.1933333333333334 0.4627151357991643 
100.0 3.433333333333333 0.49061411479492967 
110.0 3.8 0.49587508088318893 
120.0 4.059523809523809 0.46282896180375355 
130.0 4.392857142857143 0.4868377813999896 
140.0 4.825 0.4833333681030259 
150.0 5.131481481481481 0.46793469772020313 
160.0 5.427777777777778 0.4884817872417073 
170.0 5.791666666666667 0.4922574082228014 
180.0 6.083333333333333 0.4816776048789139 
190.0 6.334848484848485 0.49943826127195945 
200.0 6.5152777777777775 0.48421267904429793 
210.0 6.7972222222222225 0.4944517592804287 
220.0 7.030769230769231 0.49408394572816633 
230.0 7.344047619047619 0.4856446231360863 
240.0 7.727777777777778 0.4928054522192158 
250.0 8.085416666666667 0.4925329196358269 
260.0 8.437254901960785 0.49509928866372194 
270.0 8.781481481481482 0.4911679895502673 
280.0 9.108771929824561 0.4861668950183704 
290.0 9.412280701754385 0.49665326187050357 
300.0 9.801666666666666 0.49148037754895213 
310.0 10.079166666666667 0.4996909558174501 
320.0 10.402380952380952 0.4970049200029526 
330.0 10.7 0.4977184244843917 
340.0 11.02536231884058 0.4942741796073547 
350.0 11.355072463768115 0.4993010116742982 
360.0 11.686805555555555 0.4945206350424638 
370.0 11.995138888888889 0.4991642484369646 
380.0 12.264666666666667 0.49082536189267484 
390.0 12.523333333333333 0.49773756383547074 
400.0 12.890123456790123 0.49433049063275214 
410.0 13.165476190476191 0.49370988713389874 
420.0 13.482758620689655 0.4938939409482708 
430.0 13.837777777777777 0.4948795148718067 
440.0 14.198888888888888 0.4993364768145285 
450.0 14.613440860215054 0.4974947544755799 
460.0 14.9890625 0.4993732955198881 
470.0 15.32929292929293 0.494139458077466 
480.0 15.598529411764705 0.49322308332382986 
490.0 15.938235294117646 0.49833173602904607 
500.0 16.296666666666667 0.4971138686758937 
